"propId","geoId","txgioGeomBytes","bcadPolyForPropId","bcadNonPolyForPropId","bcadPolySameGeoId","successorsCoveringFootprint","successorPropIds","classification"
"33087","R33087","300","0","0","0","0","","GONE_FROM_BCAD"
"33241","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"33356","R33356","889","0","0","0","0","","GONE_FROM_BCAD"
"33419","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"33704","","492","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"33711","","540","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"33920","R33920","348","0","0","0","0","","GONE_FROM_BCAD"
"34065","R34065","492","0","0","0","3","8741972|8741974|8741973","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"34144","","252","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"34275","R34275","300","0","0","0","0","","GONE_FROM_BCAD"
"34280","","780","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"34350","","588","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"34545","R34545","300","0","0","0","0","","GONE_FROM_BCAD"
"34671","R34671","684","0","0","0","0","","GONE_FROM_BCAD"
"34866","","444","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"34925","R34925","300","0","0","0","0","","GONE_FROM_BCAD"
"34973","R34973","396","0","0","0","0","","GONE_FROM_BCAD"
"34977","","396","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"34979","R34979","300","0","0","0","0","","GONE_FROM_BCAD"
"35146","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"35211","R35211","1164","0","0","0","0","","GONE_FROM_BCAD"
"35237","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"35251","","492","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"35276","R35276","300","0","0","0","0","","GONE_FROM_BCAD"
"35329","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"35472","R35472","300","0","0","0","0","","GONE_FROM_BCAD"
"35629","","492","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"35658","","684","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"35876","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"35936","R35936","780","0","0","0","2","8725719|8725726","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"35975","R35975","492","0","0","0","0","","GONE_FROM_BCAD"
"35990","R35990","300","0","0","0","0","","GONE_FROM_BCAD"
"36031","","492","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"36128","","1308","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"36152","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"36267","","684","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"36415","R36415","588","0","0","0","1","8737820","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"36640","","396","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"36679","R36679","444","0","0","0","0","","GONE_FROM_BCAD"
"36735","R36735","654","0","0","0","0","","GONE_FROM_BCAD"
"36778","R36778","300","0","0","0","0","","GONE_FROM_BCAD"
"36968","R36968","540","0","0","0","0","","GONE_FROM_BCAD"
"36970","R36970","396","0","0","0","0","","GONE_FROM_BCAD"
"37172","R37172","300","0","0","0","0","","GONE_FROM_BCAD"
"37466","R37466","252","0","0","0","0","","POLYGON_UNDER_OTHER_ID_DOES_NOT_COVER"
"37580","R37580","612","0","0","0","0","","GONE_FROM_BCAD"
"37639","R37639","828","0","0","0","0","","GONE_FROM_BCAD"
"37978","R37978","300","0","0","0","0","","GONE_FROM_BCAD"
"38073","R38073","540","0","0","0","0","","GONE_FROM_BCAD"
"38591","","636","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"38594","","444","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"38691","R38691","588","0","0","0","0","","GONE_FROM_BCAD"
"39265","R39265","444","0","0","0","0","","GONE_FROM_BCAD"
"39324","R39324","492","0","0","0","0","","GONE_FROM_BCAD"
"39434","R39434","540","0","0","0","0","","GONE_FROM_BCAD"
"39506","R39506","1164","0","0","0","0","","GONE_FROM_BCAD"
"39507","R39507","492","0","0","0","0","","GONE_FROM_BCAD"
"39508","R39508","444","0","0","0","0","","GONE_FROM_BCAD"
"39613","R39613","396","0","0","0","0","","GONE_FROM_BCAD"
"39614","R39614","348","0","0","0","0","","GONE_FROM_BCAD"
"39615","R39615","348","0","0","0","0","","GONE_FROM_BCAD"
"39669","R39669","300","0","0","0","0","","GONE_FROM_BCAD"
"39670","R39670","300","0","0","0","0","","GONE_FROM_BCAD"
"39689","R39689","636","0","0","0","0","","GONE_FROM_BCAD"
"39772","R39772","1164","0","0","0","0","","GONE_FROM_BCAD"
"39777","R39777","578","0","0","0","0","","GONE_FROM_BCAD"
"39778","R39778","1020","0","0","0","0","","GONE_FROM_BCAD"
"39828","R39828","684","0","0","0","0","","GONE_FROM_BCAD"
"39911","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"40188","R40188","348","0","0","0","0","","GONE_FROM_BCAD"
"40195","R40195","396","0","0","0","0","","GONE_FROM_BCAD"
"40363","R40363","348","0","0","0","0","","GONE_FROM_BCAD"
"40640","R40640","300","0","0","0","0","","GONE_FROM_BCAD"
"40936","R40936","540","0","0","0","0","","GONE_FROM_BCAD"
"40982","R40982","396","0","0","0","0","","GONE_FROM_BCAD"
"41283","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"41453","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"41459","R41459","300","0","0","0","0","","GONE_FROM_BCAD"
"41600","R41600","300","0","0","0","0","","GONE_FROM_BCAD"
"41601","R41601","348","0","0","0","0","","GONE_FROM_BCAD"
"41674","R41674","300","0","0","0","0","","GONE_FROM_BCAD"
"41691","R41691","300","0","0","0","0","","GONE_FROM_BCAD"
"41768","R41768","731","0","0","0","0","","GONE_FROM_BCAD"
"41793","R41793","876","0","0","0","201","8737298|8737297|8737299|8737296|8737300|8737295|8737301|8737294|8737293|8737302|8737303|8737292|8737304|8737305|8737291|8737306|8737290|8737307|8737289|8737288|8737308|8737370|8737309|8737369|8737331|8737332|8737330|8737310|8737333|8737329|8737311|8737328|8737334|8737368|8737327|8737335|8737322|8737323|8737367|8737312|8737321|8737324|8737326|8737325|8737336|8737366|8737313|8737320|8737365|8737314|8737318|8737315|8737319|8737317|8737364|8737316|8737363|8737355|8737356|8737362|8737361|8737357|8737360|8737358|8737359|8737435|8737495|8737438|8737437|8737436|8737439|8737440|8737494|8737493|8737441|8737492|8737442|8737491|8737490|8737489|8737488|8737487|8737477|8737478|8737486|8737479|8737485|8737480|8737484|8737483|8737482|8737447|8737448|8737446|8737449|8737443|8737450|8737444|8737445|8737451|8737452|8737453|8737454|8737455|8737456|8737457|8737458|8737474|8737475|8737473|8737481|8737218|8737217|8737216|8737219|8737215|8737220|8737221|8737225|8737214|8737224|8737222|8737226|8737213|8737223|8737212|8737227|8737211|8737228|8737210|8737229|8737209|8737230|8737231|8737232|8737208|8737233|8737201|8737207|8737240|8737234|8737239|8737241|8737206|8737235|8737238|8737242|8737205|8737202|8737236|8737243|8737237|8737204|8737252|8737253|8737251|8737203|8737244|8737245|8737254|8737246|8737247|8737248|8737249|8737250|8737373|8737374|8737375|8737376|8737377|8737385|8737384|8737378|8737383|8737379|8737382|8737381|8737386|8737380|8737387|8737388|8737389|8737390|8737391|8737392|8737393|8737400|8737399|8737401|8737394|8737395|8737402|8737398|8737403|8737396|8737397|8737414|8737415|8737404|8737405|8737416","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"41808","R41808","1444","0","0","0","0","","GONE_FROM_BCAD"
"41873","R41873","884","0","0","0","0","","GONE_FROM_BCAD"
"41934","R41934","444","0","0","0","1","8737818","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"41967","R41967","252","0","0","0","0","","GONE_FROM_BCAD"
"42088","R42088","588","0","0","0","0","","GONE_FROM_BCAD"
"42278","R42278","684","0","0","0","0","","GONE_FROM_BCAD"
"42292","R42292","972","0","0","0","0","","GONE_FROM_BCAD"
"42326","","396","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"42331","R42331","540","0","0","0","0","","GONE_FROM_BCAD"
"42445","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"42446","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"42449","R42449","588","0","0","0","0","","GONE_FROM_BCAD"
"42628","R42628","836","0","0","0","0","","GONE_FROM_BCAD"
"42682","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"42726","R42726","348","0","0","0","0","","GONE_FROM_BCAD"
"42771","R42771","1021","0","0","0","6","8731909|8731910|8731135|8731105|8730855|8730675","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"42811","R42811","692","0","0","0","0","","GONE_FROM_BCAD"
"42814","R42814","732","0","0","0","0","","GONE_FROM_BCAD"
"42827","R42827","492","0","0","0","0","","GONE_FROM_BCAD"
"42868","R42868","588","0","0","0","0","","GONE_FROM_BCAD"
"42869","","780","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"42874","R42874","1028","0","0","0","0","","GONE_FROM_BCAD"
"42879","R42879","836","0","0","0","0","","GONE_FROM_BCAD"
"44116","R44116","843","0","0","0","2","8739006|8734201","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"44388","R44388","636","0","0","0","0","","GONE_FROM_BCAD"
"44395","R44395","636","0","0","0","0","","GONE_FROM_BCAD"
"44535","R44535","444","0","0","0","1","8741825","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"44773","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"44924","","492","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"44969","R44969","492","0","0","0","0","","GONE_FROM_BCAD"
"45542","R45542","492","0","0","0","0","","GONE_FROM_BCAD"
"45543","R45543","348","0","0","0","0","","GONE_FROM_BCAD"
"45799","R45799","492","0","0","0","0","","GONE_FROM_BCAD"
"45806","R45806","588","0","0","0","0","","GONE_FROM_BCAD"
"46345","","396","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"46404","R46404","396","0","0","0","2","8741869|8741868","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"46471","R46471","348","0","0","0","0","","GONE_FROM_BCAD"
"46563","R46563","540","0","0","0","0","","GONE_FROM_BCAD"
"46568","R46568","2045","0","0","0","4","8739441|8735042|8737895|8735025","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"46619","R46619","492","0","0","0","0","","GONE_FROM_BCAD"
"46642","R46642","348","0","0","0","0","","GONE_FROM_BCAD"
"47136","","444","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"47156","","1068","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"47168","R47168","444","0","0","0","0","","GONE_FROM_BCAD"
"47174","R47174","348","0","0","0","0","","GONE_FROM_BCAD"
"47175","R47175","780","0","0","0","0","","GONE_FROM_BCAD"
"47177","R47177","348","0","0","0","0","","GONE_FROM_BCAD"
"47231","","588","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"47431","R47431","876","0","0","0","0","","GONE_FROM_BCAD"
"47575","","396","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"47629","R47629","300","0","0","0","0","","GONE_FROM_BCAD"
"47632","R47632","444","0","0","0","0","","GONE_FROM_BCAD"
"47646","R47646","1212","0","0","0","87","8741877|8741907|8741958|8741956|8741953|8741872|8741892|8741952|8741951|8741950|8741876|8741949|8741935|8741921|8741954|8741934|8741948|8741920|8741955|8741894|8741937|8741924|8741925|8741957|8741922|8741929|8741917|8741916|8741941|8741926|8741940|8741944|8741928|8741943|8741936|8741919|8741947|8741927|8741942|8741946|8741945|8741939|8741912|8741915|8741913|8741895|8741923|8741914|8741938|8741918|8741896|8741904|8741903|8741897|8741905|8741906|8741898|8741899|8741875|8741882|8741900|8741901|8741902|8741893|8741878|8741888|8741880|8741879|8741889|8741911|8741908|8741909|8741890|8741910|8741874|8741933|8741873|8741884|8741887|8741881|8741930|8741891|8741883|8741885|8741886|8741932|8741931","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"47942","R47942","348","0","0","0","0","","GONE_FROM_BCAD"
"48340","R48340","732","0","0","0","0","","GONE_FROM_BCAD"
"48493","R48493","1082","0","0","0","1","8739041","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"48736","R48736","300","0","0","0","0","","GONE_FROM_BCAD"
"48752","R48752","300","0","0","0","0","","GONE_FROM_BCAD"
"49552","R49552","300","0","0","0","0","","GONE_FROM_BCAD"
"49597","R49597","300","0","0","0","0","","GONE_FROM_BCAD"
"49737","","828","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"49938","","396","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"50828","R50828","1020","0","0","0","1","8728067","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"51569","R51569","348","0","0","0","0","","GONE_FROM_BCAD"
"51650","R51650","540","0","0","0","0","","GONE_FROM_BCAD"
"52819","R52819","630","0","0","0","0","","GONE_FROM_BCAD"
"53161","R53161","1983","0","0","0","1","8704375","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"53957","R53957","444","0","0","0","0","","GONE_FROM_BCAD"
"55674","R55674","1677","0","0","0","0","","GONE_FROM_BCAD"
"56302","R56302","252","0","0","0","0","","GONE_FROM_BCAD"
"56649","R56649","348","0","0","0","0","","GONE_FROM_BCAD"
"56752","","252","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"57238","","1164","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"57267","R57267","972","0","0","0","3","8733914|8733912|8733913","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"57374","","396","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"57434","R57434","348","0","0","0","0","","GONE_FROM_BCAD"
"57763","","444","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"58274","R58274","348","0","0","0","0","","GONE_FROM_BCAD"
"58275","R58275","444","0","0","0","0","","POLYGON_UNDER_OTHER_ID_DOES_NOT_COVER"
"58441","R58441","684","0","0","0","0","","GONE_FROM_BCAD"
"58729","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"58820","R58820","396","0","0","0","0","","GONE_FROM_BCAD"
"58932","R58932","876","0","0","0","0","","GONE_FROM_BCAD"
"59138","","396","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"59521","R59521","396","0","0","0","0","","GONE_FROM_BCAD"
"59522","R59522","348","0","0","0","0","","GONE_FROM_BCAD"
"59538","R59538","588","0","0","0","0","","GONE_FROM_BCAD"
"59559","R59559","300","0","0","0","0","","GONE_FROM_BCAD"
"60724","R60724","300","0","0","0","0","","GONE_FROM_BCAD"
"61140","R61140","300","0","0","0","0","","GONE_FROM_BCAD"
"61275","R61275","396","0","0","0","0","","GONE_FROM_BCAD"
"61596","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"61605","R61605","300","0","0","0","0","","GONE_FROM_BCAD"
"61687","R61687","300","0","0","0","0","","GONE_FROM_BCAD"
"62318","R62318","1068","0","0","0","0","","GONE_FROM_BCAD"
"62462","R62462","636","0","0","0","0","","GONE_FROM_BCAD"
"62717","","396","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"62718","","396","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"63610","R63610","1164","0","0","0","0","","GONE_FROM_BCAD"
"63904","R63904","828","0","0","0","0","","GONE_FROM_BCAD"
"63916","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"64036","R64036","300","0","0","0","0","","GONE_FROM_BCAD"
"64087","","492","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"64339","R64339","444","0","0","0","0","","GONE_FROM_BCAD"
"64343","R64343","348","0","0","0","0","","GONE_FROM_BCAD"
"65868","R65868","780","0","0","0","0","","GONE_FROM_BCAD"
"66289","R66289","300","0","0","0","0","","GONE_FROM_BCAD"
"66337","R66337","348","0","0","0","0","","GONE_FROM_BCAD"
"66579","R66579","690","0","0","0","1","8730812","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"67085","R67085","588","0","0","0","0","","GONE_FROM_BCAD"
"67174","R67174","540","0","0","0","0","","GONE_FROM_BCAD"
"67175","R67175","588","0","0","0","0","","GONE_FROM_BCAD"
"67182","R67182","300","0","0","0","0","","GONE_FROM_BCAD"
"68192","R68192","492","0","0","0","0","","GONE_FROM_BCAD"
"68718","R68718","252","0","0","0","0","","GONE_FROM_BCAD"
"69953","R69953","972","0","0","0","1","8723149","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"70060","","492","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"70108","R70108","396","0","0","0","0","","GONE_FROM_BCAD"
"70456","","444","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"71207","R71207","1068","0","0","0","0","","GONE_FROM_BCAD"
"71469","R71469","300","0","0","0","0","","GONE_FROM_BCAD"
"71483","R71483","492","0","0","0","0","","GONE_FROM_BCAD"
"71484","R71484","396","0","0","0","1","8716383","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"72172","","396","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"72222","R72222","492","0","0","0","0","","GONE_FROM_BCAD"
"72223","R72223","348","0","0","0","0","","GONE_FROM_BCAD"
"72234","R72234","444","0","0","0","0","","GONE_FROM_BCAD"
"72315","R72315","396","0","0","0","3","8737923|8731104|8730442","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"72810","R72810","1068","0","0","0","0","","GONE_FROM_BCAD"
"72813","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"72834","R72834","444","0","0","0","0","","GONE_FROM_BCAD"
"72908","R72908","396","0","0","0","0","","GONE_FROM_BCAD"
"72934","R72934","444","0","0","0","0","","GONE_FROM_BCAD"
"73515","","492","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"73577","R73577","540","0","0","0","0","","GONE_FROM_BCAD"
"73666","R73666","732","0","0","0","0","","GONE_FROM_BCAD"
"73807","R73807","348","0","0","0","0","","GONE_FROM_BCAD"
"75158","R75158","396","0","0","0","0","","GONE_FROM_BCAD"
"75159","R75159","588","0","0","0","54","8737536|8737527|8737548|8737549|8737528|8737547|8737553|8737533|8737529|8737550|8737534|8737552|8737546|8737535|8737551|8737530|8737545|8737532|8737536|8737531|8737544|8737537|8737543|8737538|8737542|8737539|8737541|8737540|8737498|8737499|8737500|8737501|8737502|8737503|8737504|8737522|8737505|8737521|8737506|8737520|8737523|8737519|8737518|8737507|8737517|8737508|8737516|8737509|8737515|8737510|8737514|8737511|8737513|8737512","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"75176","R75176","300","0","0","0","0","","GONE_FROM_BCAD"
"75239","R75239","300","0","0","0","0","","GONE_FROM_BCAD"
"75418","R75418","714","0","0","0","0","","GONE_FROM_BCAD"
"75594","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"76358","R76358","348","0","0","0","0","","GONE_FROM_BCAD"
"76361","R76361","300","0","0","0","0","","GONE_FROM_BCAD"
"76423","R76423","683","0","0","0","0","","GONE_FROM_BCAD"
"76475","R76475","1260","0","0","0","0","","GONE_FROM_BCAD"
"76505","R76505","300","0","0","0","1","8715790","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"76506","R76506","348","0","0","0","0","","GONE_FROM_BCAD"
"76508","R76508","396","0","0","0","0","","GONE_FROM_BCAD"
"76974","R76974","1068","0","0","0","0","","GONE_FROM_BCAD"
"77241","R77241","588","0","0","0","0","","GONE_FROM_BCAD"
"77252","","540","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"77253","R77253","780","0","0","0","0","","GONE_FROM_BCAD"
"77258","R77258","636","0","0","0","0","","GONE_FROM_BCAD"
"77293","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"77757","R77757","828","0","0","0","0","","GONE_FROM_BCAD"
"77806","R77806","300","0","0","0","0","","GONE_FROM_BCAD"
"77850","R77850","300","0","0","0","0","","GONE_FROM_BCAD"
"77887","R77887","444","0","0","0","0","","GONE_FROM_BCAD"
"78211","R78211","348","0","0","0","0","","POLYGON_UNDER_OTHER_ID_DOES_NOT_COVER"
"78344","R78344","492","0","0","0","0","","GONE_FROM_BCAD"
"78480","R78480","396","0","0","0","0","","GONE_FROM_BCAD"
"78716","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"78717","","396","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"79643","","588","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"80053","","444","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"80734","","396","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"81406","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"81686","R81686","636","0","0","0","0","","GONE_FROM_BCAD"
"81770","","684","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"81987","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"82460","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"82512","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"83000","R83000","348","0","0","0","0","","GONE_FROM_BCAD"
"83330","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"83541","","492","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"83580","R83580","876","0","0","0","0","","GONE_FROM_BCAD"
"83672","R83672","492","0","0","0","0","","GONE_FROM_BCAD"
"83691","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"83719","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"83780","","780","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"84173","R84173","348","0","0","0","0","","GONE_FROM_BCAD"
"84174","R84174","444","0","0","0","0","","GONE_FROM_BCAD"
"84235","","396","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"84537","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"84582","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"84682","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"84838","R84838","1068","0","0","0","0","","GONE_FROM_BCAD"
"84887","R84887","348","0","0","0","0","","GONE_FROM_BCAD"
"84889","R84889","300","0","0","0","0","","GONE_FROM_BCAD"
"84893","R84893","492","0","0","0","0","","GONE_FROM_BCAD"
"84964","R84964","780","0","0","0","0","","GONE_FROM_BCAD"
"84980","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"85303","","540","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"85439","","636","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"85440","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"85466","R85466","540","0","0","0","0","","GONE_FROM_BCAD"
"85475","R85475","300","0","0","0","0","","GONE_FROM_BCAD"
"85542","","396","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"8701796","R108536","780","0","0","0","0","","POLYGON_UNDER_OTHER_ID_DOES_NOT_COVER"
"8701848","R13501","300","0","0","0","0","","GONE_FROM_BCAD"
"8701884","R26922","636","0","0","0","0","","GONE_FROM_BCAD"
"8701957","R37225","300","0","0","0","0","","POLYGON_UNDER_OTHER_ID_DOES_NOT_COVER"
"8702399","R34424","396","0","0","0","0","","GONE_FROM_BCAD"
"8702402","R33955","348","0","0","0","0","","GONE_FROM_BCAD"
"8702456","","788","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"8702564","R13118","492","0","0","0","1","13118","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"8702629","R58477","492","0","0","0","1","8702625","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"8702719","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"8702747","","780","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"8702760","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"8702916","","924","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"8702920","R17137","396","0","0","0","1","17137","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"8702922","R44248","348","0","0","0","0","","GONE_FROM_BCAD"
"8702931","R28631","348","0","0","0","1","28631","SUCCESSOR_POLYGON_OTHER_ID_COVERS_FOOTPRINT"
"8702968","R44814","348","0","0","0","0","","GONE_FROM_BCAD"
"8702976","R25261","780","0","0","0","0","","GONE_FROM_BCAD"
"8703353","R85262","540","0","0","0","0","","POLYGON_UNDER_OTHER_ID_DOES_NOT_COVER"
"8704374","R26922","540","0","0","0","0","","GONE_FROM_BCAD"
"8704409","","444","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"8704415","R61509","444","0","0","0","0","","GONE_FROM_BCAD"
"8704430","R24148","348","0","0","0","0","","GONE_FROM_BCAD"
"8704433","R75461","300","0","0","0","0","","GONE_FROM_BCAD"
"8704455","R52354","300","0","0","0","0","","GONE_FROM_BCAD"
"8704504","R10679","300","0","0","0","0","","POLYGON_UNDER_OTHER_ID_DOES_NOT_COVER"
"8704616","R31082","396","0","0","0","0","","GONE_FROM_BCAD"
"8704639","","540","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"8704646","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"8704647","R37600","300","0","0","0","0","","POLYGON_UNDER_OTHER_ID_DOES_NOT_COVER"
"8704891","R26760","444","0","0","0","0","","POLYGON_UNDER_OTHER_ID_DOES_NOT_COVER"
"8704892","R61603","300","0","0","0","0","","GONE_FROM_BCAD"
"8704935","R37041","300","0","0","0","0","","POLYGON_UNDER_OTHER_ID_DOES_NOT_COVER"
"8705029","R28990","444","0","0","0","0","","GONE_FROM_BCAD"
"8705042","R22142","924","0","0","0","0","","GONE_FROM_BCAD"
"8705045","R18078","348","0","0","0","0","","GONE_FROM_BCAD"
"8705153","","540","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"8705250","R27486","658","0","0","0","0","","POLYGON_UNDER_OTHER_ID_DOES_NOT_COVER"
"8705520","R83962","348","0","0","0","0","","GONE_FROM_BCAD"
"8705523","R16015","300","0","0","0","0","","GONE_FROM_BCAD"
"8705544","R42368","348","0","0","0","0","","GONE_FROM_BCAD"
"8705641","R82093","444","0","0","0","0","","GONE_FROM_BCAD"
"8705643","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
